qid,doc_id_1,doc_id_2,doc_id_3,doc_id_4,doc_id_5
q_a750c99c64,d_59010427c0,d_e418fd6561,d_6b1d2d1545,d_6d053161ab,d_2a93df0cd3
q_a75d42999e,d_68644240fa,d_61e313b506,d_48b105390f,d_6c22be023d,d_d58bcac2e4
q_a7c5076b80,d_a3ea97ebfc,d_04ba7f2e18,d_21e0ba1f08,d_346e3b3d50,d_72fb6411f0
q_a7dff08420,d_1bb696c3c5,d_7f3cc579a7,d_083198d02d,d_7738d86d5c,d_8df79c0571
q_a808361b5f,d_f7409819ca,d_847075be4b,d_9697d8c629,d_ce94f32ecd,d_26c9935c0d
q_a82a84c756,d_6090bc3aeb,d_21e0ba1f08,d_48b105390f,d_864ea6a455,d_61e313b506
q_a83cd8f5b0,d_9697d8c629,d_f7409819ca,d_864ea6a455,d_21e0ba1f08,d_c8ea5907a4
q_a882cd082a,d_6090bc3aeb,d_21e0ba1f08,d_ce94f32ecd,d_864ea6a455,d_61e313b506
q_a8efca8c7e,d_21e0ba1f08,d_6090bc3aeb,d_04ba7f2e18,d_61e313b506,d_6c4d07449c
q_a9f2d5489a,d_6c8b749b65,d_48b105390f,d_d235ca1c7e,d_1f74238452,d_cc4fd16867
q_aa02cc2116,d_38f04ea58d,d_46e687baa4,d_f04703dac6,d_6271360f48,d_f687b4ecee
q_aa5ae043d9,d_615ceb0fcb,d_68874c6ad6,d_c8ea5907a4,d_61c2d77c65,d_998d99a4b7
q_ab32de953f,d_6c8b749b65,d_a99e2c01f3,d_fb0f7e9797,d_b5693161c2,d_d68f4ab7ea
q_ab643ca566,d_04ba7f2e18,d_531c852674,d_6090bc3aeb,d_ba5ca18f99,d_c43cad7282
q_ab80a2a3a6,d_a9a59816ed,d_f8787907b3,d_6c4d07449c,d_61e313b506,d_74af7b613e
q_ac50d47c9f,d_289c761157,d_287d9fae6e,d_9d7c376f06,d_fe79ac9d04,d_e84594b7e4
q_aca1c641a8,d_6c8b749b65,d_fb0f7e9797,d_cc4fd16867,d_25550ee314,d_647812641b
q_ade3a6586e,d_21e0ba1f08,d_6090bc3aeb,d_6c4d07449c,d_864ea6a455,d_fac20a2a71
q_ae11c60eed,d_d85afb9609,d_58f5048e9c,d_87849c8689,d_a9dbfdbe77,d_e96752e1fe
q_ae1ff96bde,d_48b105390f,d_61e313b506,d_c43cad7282,d_04ba7f2e18,d_4a9981e720
q_ae6ac80148,d_f8b2945e8d,d_b5fe279406,d_80dfac9545,d_40fbbf0fca,d_7ca81d60bb
q_af0ceba843,d_6c4d07449c,d_21e0ba1f08,d_cc4fd16867,d_346e3b3d50,d_04ba7f2e18
q_af1ea09124,d_e96752e1fe,d_58f5048e9c,d_d85afb9609,d_615ceb0fcb,d_8fbf57d7ce
q_af644c91a8,d_48b105390f,d_74af7b613e,d_f8787907b3,d_3b103df4b8,d_2e1da709f9
q_afcf3cdeb3,d_57e93fc894,d_2eea1a7eec,d_48b105390f,d_70e37b97b5,d_c6069f8aaf
q_afec42fb65,d_0216234592,d_c08928b4cc,d_58f5048e9c,d_f8787907b3,d_f5245eda62
q_b193a39b70,d_f5d1f4d96b,d_4e8802e636,d_2d7e346926,d_66ca9ede7e,d_dd87e5ff2d
q_b1af199eeb,d_68644240fa,d_40fbbf0fca,d_68874c6ad6,d_f8b2945e8d,d_cc4fd16867
q_b1cbf11d56,d_48b105390f,d_67a9ff3a20,d_0e189b18aa,d_74af7b613e,d_61e313b506
q_b27f69bfd0,d_2d7e346926,d_9697d8c629,d_9d7c376f06,d_dd87e5ff2d,d_f5d1f4d96b
q_b3a77ba725,d_f8b2945e8d,d_7ca81d60bb,d_dec756449e,d_addeb51081,d_721df03545
q_b40a7a80a9,d_a99e2c01f3,d_6c8b749b65,d_3837ffb996,d_fb0f7e9797,d_db03af4f7c
q_b40bb153a4,d_c6069f8aaf,d_531c852674,d_fac20a2a71,d_67a9ff3a20,d_435d80eff0
q_b43f8e5ea2,d_1bb696c3c5,d_dec756449e,d_2a93df0cd3,d_38f04ea58d,d_7738d86d5c
q_b4459790c8,d_2a93df0cd3,d_2d7e346926,d_21e0ba1f08,d_f7409819ca,d_72fb6411f0
q_b6c494cb28,d_2d7e346926,d_3d8e1ad86f,d_ce94f32ecd,d_f5d1f4d96b,d_9697d8c629
q_b6f0fdb7b9,d_61e313b506,d_48b105390f,d_d235ca1c7e,d_ba5ca18f99,d_74af7b613e
q_b716cfa570,d_6c8b749b65,d_48b105390f,d_61e313b506,d_cc4fd16867,d_fb0f7e9797
q_b770161c8d,d_48b105390f,d_61e313b506,d_04ba7f2e18,d_a9a59816ed,d_6090bc3aeb
q_b78a379945,d_68644240fa,d_48b105390f,d_61e313b506,d_31ef7f91a8,d_04ba7f2e18
q_b7c665ef1c,d_f5d1f4d96b,d_4e8802e636,d_9d7c376f06,d_f8b2945e8d,d_a1369d3009
q_b7ec3bba26,d_2a93df0cd3,d_04962ca9ed,d_9d7c376f06,d_031bb856af,d_f9946fb039
q_b84de01c49,d_6090bc3aeb,d_c6069f8aaf,d_ba5ca18f99,d_21e0ba1f08,d_435d80eff0
q_b9664bd046,d_fe79ac9d04,d_289c761157,d_e84594b7e4,d_609e75c97a,d_249072edf1
q_ba5fc7b501,d_3b12d1fbd6,d_2e1da709f9,d_531c852674,d_74af7b613e,d_a9a59816ed
q_bad83c341d,d_b74758c0fc,d_fba8d61ef9,d_46e687baa4,d_dec756449e,d_10c30d1a6c
q_bbc458f700,d_af7e1ac3a5,d_68874c6ad6,d_61e313b506,d_48b105390f,d_40fbbf0fca
q_bbf0195572,d_2d7e346926,d_9d7c376f06,d_9697d8c629,d_ce94f32ecd,d_2eea1a7eec
q_bc05a8e34a,d_6c8b749b65,d_cc4fd16867,d_fb0f7e9797,d_68644240fa,d_c10a29351e
q_bc9f6f0af4,d_0216234592,d_249072edf1,d_7a75d1b6d8,d_c08928b4cc,d_615ceb0fcb
q_bca8e137e7,d_74af7b613e,d_3b103df4b8,d_3aab1988d6,d_874e7445b2,d_2c14115663
q_bd59fa8325,d_4e8802e636,d_ce94f32ecd,d_66ca9ede7e,d_2eea1a7eec,d_dd87e5ff2d
q_bda6902598,d_6c22be023d,d_d58bcac2e4,d_4754c12753,d_ce94f32ecd,d_61354d07de
q_bdcc562259,d_e96752e1fe,d_d85afb9609,d_58f5048e9c,d_615ceb0fcb,d_8fbf57d7ce
q_be52731e17,d_2d7e346926,d_ce94f32ecd,d_9697d8c629,d_9d7c376f06,d_2eea1a7eec
q_beb80d5536,d_48b105390f,d_21e0ba1f08,d_6090bc3aeb,d_d235ca1c7e,d_61e313b506
q_bf4e1a22cc,d_f8b2945e8d,d_40fbbf0fca,d_68874c6ad6,d_96ddd2839e,d_6d053161ab
q_bf52dd6a40,d_2d7e346926,d_9697d8c629,d_2eea1a7eec,d_3d8e1ad86f,d_f5d1f4d96b
q_bfa46f9c90,d_48b105390f,d_61e313b506,d_d235ca1c7e,d_d68f4ab7ea,d_1f74238452
q_bfcb2b39a6,d_3837ffb996,d_6c4d07449c,d_57e93fc894,d_a3ea97ebfc,d_70e37b97b5
q_c0788861e0,d_6c8b749b65,d_d235ca1c7e,d_31ef7f91a8,d_2eea1a7eec,d_48b105390f
q_c22cf83857,d_04ba7f2e18,d_531c852674,d_c43cad7282,d_6c4d07449c,d_21e0ba1f08
q_c244ed2eef,d_04ba7f2e18,d_4a9981e720,d_72fb6411f0,d_b25f50310e,d_c43cad7282
q_c25349570a,d_40fbbf0fca,d_68874c6ad6,d_f8b2945e8d,d_b74758c0fc,d_721df03545
q_c2b7568d9c,d_06ec9a20c4,d_177212b4b9,d_61586847b7,d_384357bef5,d_168537aacb
q_c31dc7276d,d_61e313b506,d_48b105390f,d_31ef7f91a8,d_6c8b749b65,d_d235ca1c7e
q_c3c12f04e5,d_48b105390f,d_d235ca1c7e,d_531c852674,d_61e313b506,d_b25f50310e
q_c3e52b9adf,d_6c22be023d,d_d58bcac2e4,d_68644240fa,d_8c0aaf2600,d_ce94f32ecd
q_c485cf99dd,d_8fbf57d7ce,d_d85afb9609,d_0216234592,d_615ceb0fcb,d_58f5048e9c
q_c5d007417b,d_083198d02d,d_7f3cc579a7,d_168537aacb,d_8df79c0571,d_1bb696c3c5
q_c5e7652656,d_68644240fa,d_d58bcac2e4,d_6c22be023d,d_61e313b506,d_6c8b749b65
q_c64ea8fffd,d_4e8802e636,d_66ca9ede7e,d_96ddd2839e,d_2696b56a1c,d_3d8e1ad86f
q_c6cff1adf3,d_2e1da709f9,d_531c852674,d_27974a67a7,d_1f74238452,d_a9a59816ed
q_c6ee4d078a,d_72fb6411f0,d_531c852674,d_67a9ff3a20,d_2492468540,d_04ba7f2e18
q_c6fd79653c,d_6c4d07449c,d_48b105390f,d_a3ea97ebfc,d_57e93fc894,d_3837ffb996
q_c71ab23652,d_c43cad7282,d_3429a1a6eb,d_61586847b7,d_ba5ca18f99,d_0e189b18aa
q_c7b8ee9fe0,d_fe79ac9d04,d_289c761157,d_e84594b7e4,d_609e75c97a,d_c43cad7282
q_c83253fee9,d_68874c6ad6,d_721df03545,d_40fbbf0fca,d_af7e1ac3a5,d_7ca81d60bb
q_c8ebc5444f,d_61e313b506,d_48b105390f,d_4a9981e720,d_531c852674,d_b25f50310e
q_c8f046565c,d_66ca9ede7e,d_4e8802e636,d_87849c8689,d_416995fc53,d_a9dbfdbe77
q_c8f568e153,d_61c2d77c65,d_c08928b4cc,d_58f5048e9c,d_d85afb9609,d_40fbbf0fca
q_c91dd1e6cd,d_b74758c0fc,d_2a93df0cd3,d_10c30d1a6c,d_031bb856af,d_ff78d23d5d
q_c95c2f879d,d_ede31c25ba,d_aee4be7cac,d_b2f62b4d48,d_61586847b7,d_8357734cfe
q_cb1d4782bf,d_57e93fc894,d_289c761157,d_fe79ac9d04,d_e84594b7e4,d_48b105390f
q_cb251f6bb3,d_9d7c376f06,d_8a31ccfb94,d_f9946fb039,d_75c8924365,d_336654be6d
q_cb2f287ddc,d_531c852674,d_30bcc6c53e,d_a9a59816ed,d_1f74238452,d_4d31bd4af0
q_cc0cdf8f9e,d_04ba7f2e18,d_6b1d2d1545,d_c43cad7282,d_d235ca1c7e,d_531c852674
q_cca98da1aa,d_c8ea5907a4,d_8a5468809e,d_d85afb9609,d_615ceb0fcb,d_e96752e1fe
q_cd3560aa63,d_eb1e8c0b16,d_4754c12753,d_d0b30d09b3,d_c8ea5907a4,d_9d7c376f06
q_cdeb56a4b2,d_6c8b749b65,d_2eea1a7eec,d_3b92c0aa24,d_d68f4ab7ea,d_647812641b
q_ce5f72a3aa,d_ba5ca18f99,d_58f5048e9c,d_c08928b4cc,d_615ceb0fcb,d_4e77c29dc6
q_ce7518d8db,d_6c22be023d,d_ce94f32ecd,d_d58bcac2e4,d_68644240fa,d_4754c12753
q_cec38189eb,d_9d7c376f06,d_46e687baa4,d_69e7c5a79c,d_da27422935,d_327a0b5456
q_cf7204022e,d_6c8b749b65,d_fb0f7e9797,d_3b92c0aa24,d_647812641b,d_b5693161c2
q_d0f8363a42,d_6c8b749b65,d_b5693161c2,d_fb0f7e9797,d_20bb12859e,d_647812641b
q_d0f87e8a60,d_21e0ba1f08,d_68644240fa,d_6090bc3aeb,d_d0b30d09b3,d_d58bcac2e4
q_d1c05f9fe7,d_6c8b749b65,d_721df03545,d_25550ee314,d_fb0f7e9797,d_61e313b506
q_d1c68ae1ed,d_d235ca1c7e,d_2e1da709f9,d_a3ea97ebfc,d_7ebe65fe6b,d_531c852674
q_d26d14b352,d_59010427c0,d_e418fd6561,d_ff78d23d5d,d_2a93df0cd3,d_f9572383d4
q_d2c9f2dd3d,d_c8ea5907a4,d_c10a29351e,d_8fbf57d7ce,d_58f5048e9c,d_cc4fd16867
q_d30b3f0d06,d_21e0ba1f08,d_6090bc3aeb,d_864ea6a455,d_61c2d77c65,d_6c4d07449c
q_d3225384c7,d_04ba7f2e18,d_dd8bca0bb0,d_531c852674,d_a9a59816ed,d_a3ea97ebfc
q_d374da6cbd,d_721df03545,d_e5a8c96f07,d_f8b2945e8d,d_2fd632e362,d_68874c6ad6
q_d3a8372648,d_4a9981e720,d_4e77c29dc6,d_b25f50310e,d_4d31bd4af0,d_c24c04ae45
q_d4de042029,d_46e687baa4,d_38f04ea58d,d_f04703dac6,d_6090bc3aeb,d_57e93fc894
q_d4ebe266fd,d_61e313b506,d_21e0ba1f08,d_0216234592,d_864ea6a455,d_48b105390f
q_d548d4c09b,d_6c22be023d,d_cc4fd16867,d_d58bcac2e4,d_68644240fa,d_ce94f32ecd
q_d5947c1a6d,d_6c22be023d,d_4754c12753,d_d58bcac2e4,d_ce94f32ecd,d_68644240fa
q_d59eb6c9b0,d_531c852674,d_61e313b506,d_a9a59816ed,d_04ba7f2e18,d_168537aacb
q_d6b9953850,d_d235ca1c7e,d_67a9ff3a20,d_2c14115663,d_27974a67a7,d_531c852674
q_d6ec3d58ff,d_2e1da709f9,d_20bb12859e,d_8242b4ea41,d_72fb6411f0,d_27974a67a7
q_d78413d505,d_9d7c376f06,d_75c8924365,d_336654be6d,d_8a31ccfb94,d_6c5c99de4e
q_d786745cac,d_2a93df0cd3,d_66ca9ede7e,d_2f76a499e0,d_84772ae936,d_dd87e5ff2d
q_d7b559b216,d_eb1e8c0b16,d_8011607423,d_089dba84fa,d_9d7c376f06,d_938c334349
q_d82a9d403f,d_6c8b749b65,d_647812641b,d_25550ee314,d_b5c5cd5746,d_fb0f7e9797
q_d88e1ff0ab,d_6c8b749b65,d_61e313b506,d_48b105390f,d_25550ee314,d_fb0f7e9797
q_d8a00d1f5d,d_68874c6ad6,d_40fbbf0fca,d_f8b2945e8d,d_dd87e5ff2d,d_f5d1f4d96b
q_d8db258571,d_031bb856af,d_6c4d07449c,d_e8a3e8a9f6,d_08a83ffb98,d_10c30d1a6c
q_d92efa9af7,d_4a9981e720,d_531c852674,d_d235ca1c7e,d_b25f50310e,d_04ba7f2e18
q_d92f01e9e3,d_2e1da709f9,d_f5245eda62,d_e8a3e8a9f6,d_de01daec14,d_1cce586885
q_d976d04ad1,d_2a93df0cd3,d_38f04ea58d,d_2f76a499e0,d_46e687baa4,d_7ebe65fe6b
q_d9caea6ffa,d_a9a59816ed,d_6c4d07449c,d_04ba7f2e18,d_4e77c29dc6,d_531c852674
q_db5a3e2a3f,d_6090bc3aeb,d_04ba7f2e18,d_531c852674,d_72fb6411f0,d_6c4d07449c
q_dbb8423362,d_21e0ba1f08,d_864ea6a455,d_fac20a2a71,d_6090bc3aeb,d_6c4d07449c
q_dbddac8114,d_ca79b1b741,d_1f5d500d58,d_531c852674,d_435d80eff0,d_c43cad7282
q_dd36682b92,d_531c852674,d_c43cad7282,d_10c30d1a6c,d_c24c04ae45,d_2e1da709f9
q_dd4ccc25ed,d_74af7b613e,d_3b103df4b8,d_874e7445b2,d_2c14115663,d_1e525dd61f
q_dd8bb4942f,d_d235ca1c7e,d_3429a1a6eb,d_4a9981e720,d_04ba7f2e18,d_c43cad7282
q_ddc09ce8b2,d_6c8b749b65,d_647812641b,d_2eea1a7eec,d_10c30d1a6c,d_fb0f7e9797
q_ddf62773d5,d_48b105390f,d_2696b56a1c,d_fba8d61ef9,d_61e313b506,d_c43cad7282
q_de044f4014,d_ce94f32ecd,d_f7409819ca,d_2eea1a7eec,d_9697d8c629,d_864ea6a455
q_de2111ea53,d_b74758c0fc,d_031bb856af,d_c8ea5907a4,d_b5693161c2,d_f8787907b3
q_de3823a593,d_9d7c376f06,d_089dba84fa,d_eb1e8c0b16,d_f9946fb039,d_4dfa4ed962
q_de4bb8eee5,d_f5245eda62,d_f8787907b3,d_d235ca1c7e,d_addeb51081,d_2eea1a7eec
q_de9fe0e3d6,d_8fbf57d7ce,d_615ceb0fcb,d_d85afb9609,d_61c2d77c65,d_0216234592
q_def6bbd145,d_6c8b749b65,d_647812641b,d_fb0f7e9797,d_2eea1a7eec,d_3b12d1fbd6
q_df04a34fd5,d_48b105390f,d_61e313b506,d_6c22be023d,d_d235ca1c7e,d_3837ffb996
q_df84cb4ee1,d_9d7c376f06,d_38f04ea58d,d_61e313b506,d_ff78d23d5d,d_f9946fb039
q_e02ae08e3b,d_af7e1ac3a5,d_2ffe632549,d_439bec7aae,d_2fd632e362,d_4e8802e636
q_e1096f19d6,d_61586847b7,d_aee4be7cac,d_b2f62b4d48,d_8357734cfe,d_2d7e346926
q_e22dd6ebc3,d_531c852674,d_04ba7f2e18,d_a9a59816ed,d_b25f50310e,d_4a9981e720
q_e24e62d372,d_04ba7f2e18,d_4a9981e720,d_531c852674,d_b25f50310e,d_c43cad7282
q_e280842726,d_b9c02c51e7,d_a419174c33,d_9d7c376f06,d_7738d86d5c,d_d4e7d0381b
q_e29a22e863,d_ca79b1b741,d_1f5d500d58,d_04ba7f2e18,d_531c852674,d_feb3b27190
q_e2bffbf332,d_dd87e5ff2d,d_2696b56a1c,d_4e8802e636,d_f8b2945e8d,d_af7e1ac3a5
q_e2eecb3235,d_a99e2c01f3,d_4d31bd4af0,d_fac20a2a71,d_1e525dd61f,d_0e189b18aa
q_e2f86c0bac,d_d235ca1c7e,d_48b105390f,d_61e313b506,d_8242b4ea41,d_2e1da709f9
q_e3571c1b2e,d_615ceb0fcb,d_8a5468809e,d_61c2d77c65,d_58f5048e9c,d_e96752e1fe
q_e3849694e8,d_0e189b18aa,d_a3ea97ebfc,d_de01daec14,d_fac20a2a71,d_67a9ff3a20
q_e39896e02f,d_9d7c376f06,d_04962ca9ed,d_f9946fb039,d_ed1d7dc298,d_c3f616e87e
q_e3abb68822,d_57e93fc894,d_289c761157,d_48b105390f,d_e84594b7e4,d_fe79ac9d04
q_e3ee635f65,d_fac20a2a71,d_531c852674,d_0e189b18aa,d_67a9ff3a20,d_1f74238452
q_e47b195948,d_c43cad7282,d_c054bdf5f6,d_ec6dba6435,d_9d7c376f06,d_2a93df0cd3
q_e4b92ac3fe,d_aee4be7cac,d_f8787907b3,d_3429a1a6eb,d_dd8bca0bb0,d_435d80eff0
q_e4fe60c914,d_f8b2945e8d,d_b74758c0fc,d_a6ac27c3d3,d_f5d1f4d96b,d_61e313b506
q_e588a72ab0,d_f8b2945e8d,d_5e801f8663,d_dd87e5ff2d,d_7ca81d60bb,d_80dfac9545
q_e5a17987a5,d_6c8b749b65,d_fb0f7e9797,d_b5693161c2,d_20bb12859e,d_647812641b
q_e5b8f14b5f,d_21e0ba1f08,d_04ba7f2e18,d_6090bc3aeb,d_a3ea97ebfc,d_531c852674
q_e618529d50,d_6d053161ab,d_e418fd6561,d_3d8e1ad86f,d_c43cad7282,d_48b105390f
q_e61c7ecbd3,d_b9c02c51e7,d_a419174c33,d_9d7c376f06,d_7738d86d5c,d_d4e7d0381b
q_e69c884acf,d_d0b30d09b3,d_943e25b499,d_9d7c376f06,d_59010427c0,d_39fd780536
q_e6e77c58cb,d_6c8b749b65,d_31ef7f91a8,d_cc4fd16867,d_fb0f7e9797,d_3b12d1fbd6
q_e7024af256,d_2696b56a1c,d_d85afb9609,d_615ceb0fcb,d_0216234592,d_8fbf57d7ce
q_e75ab5ed6a,d_9697d8c629,d_2eea1a7eec,d_aee4be7cac,d_2d7e346926,d_ce94f32ecd
q_e7821d2bf5,d_0216234592,d_615ceb0fcb,d_e96752e1fe,d_d85afb9609,d_998d99a4b7
q_e81a6831f7,d_249072edf1,d_40fbbf0fca,d_87849c8689,d_68874c6ad6,d_5e801f8663
q_e8233faa66,d_7ebe65fe6b,d_04962ca9ed,d_24d4075c2d,d_bd701e0a3d,d_842b2d8316
q_ea65943648,d_4e8802e636,d_66ca9ede7e,d_ce94f32ecd,d_dd87e5ff2d,d_96ddd2839e
q_ea79990d7b,d_48b105390f,d_61e313b506,d_21e0ba1f08,d_6090bc3aeb,d_d235ca1c7e
q_ea9ec283e3,d_0216234592,d_249072edf1,d_f8b2945e8d,d_7a75d1b6d8,d_48b105390f
q_eb5cd5b1d7,d_6c8b749b65,d_3b92c0aa24,d_647812641b,d_3b12d1fbd6,d_fb0f7e9797
q_ec70a3d758,d_68874c6ad6,d_af7e1ac3a5,d_40fbbf0fca,d_f8b2945e8d,d_80dfac9545
q_ec9e0836f6,d_74af7b613e,d_2e1da709f9,d_3b103df4b8,d_61e313b506,d_874e7445b2
q_edcb1847d7,d_0e189b18aa,d_48b105390f,d_3b12d1fbd6,d_61e313b506,d_b25f50310e
q_edf9dbad75,d_d235ca1c7e,d_b25f50310e,d_48b105390f,d_a9a59816ed,d_531c852674
q_ee9bdc38ff,d_04ba7f2e18,d_531c852674,d_c43cad7282,d_4a9981e720,d_c24c04ae45
q_eef64b8543,d_b74758c0fc,d_7ebe65fe6b,d_031bb856af,d_d0b30d09b3,d_c8ea5907a4
q_ef25c4d196,d_27974a67a7,d_2e1da709f9,d_083198d02d,d_3837ffb996,d_6c8b749b65
q_ef6cf68c41,d_f7409819ca,d_ce94f32ecd,d_2eea1a7eec,d_9d7c376f06,d_9697d8c629
q_efe5868f39,d_21e0ba1f08,d_72fb6411f0,d_864ea6a455,d_6c4d07449c,d_6090bc3aeb
q_f00cd2abff,d_dec756449e,d_c24c04ae45,d_af7e1ac3a5,d_249072edf1,d_ff78d23d5d
q_f12dfb5bfe,d_d85afb9609,d_e96752e1fe,d_58f5048e9c,d_615ceb0fcb,d_8fbf57d7ce
q_f17c114700,d_d235ca1c7e,d_48b105390f,d_61e313b506,d_a3ea97ebfc,d_2eea1a7eec
q_f20bac1265,d_96ddd2839e,d_b74758c0fc,d_af7e1ac3a5,d_2696b56a1c,d_2f76a499e0
q_f23e777b6f,d_289c761157,d_fe79ac9d04,d_e84594b7e4,d_609e75c97a,d_6d053161ab
q_f246a785fe,d_2d7e346926,d_9697d8c629,d_ce94f32ecd,d_3d8e1ad86f,d_f5d1f4d96b
q_f25756cd28,d_6c8b749b65,d_3b92c0aa24,d_cc4fd16867,d_3b12d1fbd6,d_647812641b
q_f2ab93c2a6,d_ce94f32ecd,d_9d7c376f06,d_4e8802e636,d_2d7e346926,d_f9946fb039
q_f2c970ea84,d_864ea6a455,d_21e0ba1f08,d_6090bc3aeb,d_346e3b3d50,d_fac20a2a71
q_f2f6afe35a,d_61e313b506,d_346e3b3d50,d_21e0ba1f08,d_6c4d07449c,d_864ea6a455
q_f34b2cbe08,d_da27422935,d_d0b30d09b3,d_327a0b5456,d_1227f2b2e3,d_9425574d98
q_f36e4fa0d2,d_48b105390f,d_61e313b506,d_74af7b613e,d_d235ca1c7e,d_874e7445b2
q_f394e2c16c,d_6090bc3aeb,d_04ba7f2e18,d_48b105390f,d_72fb6411f0,d_61e313b506
q_f3b4dafa94,d_61586847b7,d_b2f62b4d48,d_aee4be7cac,d_2eea1a7eec,d_ede31c25ba
q_f3c7a44e99,d_d235ca1c7e,d_61e313b506,d_72fb6411f0,d_48b105390f,d_2492468540
q_f422f1bd27,d_61e313b506,d_48b105390f,d_2d7e346926,d_8242b4ea41,d_d235ca1c7e
q_f431e5bb28,d_289c761157,d_fe79ac9d04,d_e84594b7e4,d_e96752e1fe,d_58f5048e9c
q_f432ce34d6,d_61e313b506,d_21e0ba1f08,d_6090bc3aeb,d_04ba7f2e18,d_48b105390f
q_f448435b1f,d_ce94f32ecd,d_6c22be023d,d_4754c12753,d_d58bcac2e4,d_68644240fa
q_f4eb831f83,d_9697d8c629,d_2eea1a7eec,d_aee4be7cac,d_2d7e346926,d_ce94f32ecd
q_f5064b980a,d_8c0aaf2600,d_70e37b97b5,d_06f5a6824a,d_8242b4ea41,d_f8787907b3
q_f50f68fb9c,d_6c8b749b65,d_2eea1a7eec,d_b5693161c2,d_647812641b,d_25550ee314
q_f57e173f5a,d_c7a07af3d0,d_f8b2945e8d,d_b5fe279406,d_b74758c0fc,d_40fbbf0fca
q_f7029e799a,d_da27422935,d_327a0b5456,d_7faa7ca348,d_d0b30d09b3,d_9d7c376f06
q_f7213e1904,d_d235ca1c7e,d_1f74238452,d_61e313b506,d_48b105390f,d_8242b4ea41
q_f7557ae910,d_6c8b749b65,d_fb0f7e9797,d_647812641b,d_b5693161c2,d_20bb12859e
q_f894b438c1,d_9d7c376f06,d_38f04ea58d,d_46e687baa4,d_7ebe65fe6b,d_f9946fb039
q_f8cc0dd176,d_6c8b749b65,d_61e313b506,d_48b105390f,d_cc4fd16867,d_addeb51081
q_f945b60ee2,d_168537aacb,d_083198d02d,d_7f3cc579a7,d_1bb696c3c5,d_7738d86d5c
q_f94daf45f7,d_38f04ea58d,d_46e687baa4,d_f04703dac6,d_7ebe65fe6b,d_9d7c376f06
q_f95d768ca4,d_9d7c376f06,d_f9946fb039,d_04962ca9ed,d_2a93df0cd3,d_d0b30d09b3
q_f9a03b48aa,d_61e313b506,d_48b105390f,d_a3ea97ebfc,d_fac20a2a71,d_21e0ba1f08
q_fab0f4c6ec,d_721df03545,d_e5a8c96f07,d_40fbbf0fca,d_c8ea5907a4,d_dec756449e
q_faf1dc8722,d_721df03545,d_68874c6ad6,d_f8b2945e8d,d_87849c8689,d_96ddd2839e
q_fb21fbb4c1,d_c965cc1c03,d_aee4be7cac,d_f8787907b3,d_8357734cfe,d_f5245eda62
q_fbbe22282c,d_04ba7f2e18,d_531c852674,d_40fbbf0fca,d_c43cad7282,d_cc4fd16867
q_fd7b51185a,d_0e189b18aa,d_74af7b613e,d_2c14115663,d_847075be4b,d_874e7445b2
q_fe6d1ceb1c,d_de01daec14,d_aee4be7cac,d_f8787907b3,d_61586847b7,d_b2f62b4d48
q_fecd3139a0,d_21e0ba1f08,d_346e3b3d50,d_fac20a2a71,d_04ba7f2e18,d_cc4fd16867
q_ff800b7dbd,d_48b105390f,d_21e0ba1f08,d_346e3b3d50,d_6c4d07449c,d_61e313b506
